dataset,scaler,model,tuning_method,best_params,Accuracy,ROC-AUC,F1-Score,Precision,Recall,MCC,Kappa,Log Loss
toddler,Normalizer,LogisticRegression,BayesianOptimization,"OrderedDict({'C': 3.2521088005944945, 'penalty': 'l2', 'solver': 'liblinear'})",0.8815165876777251,0.9841938883034773,0.9084249084249084,0.9763779527559056,0.8493150684931506,0.7575204032187304,0.7429211949900092,0.40133886157591314
toddler,Normalizer,AdaBoost,BayesianOptimization,"OrderedDict({'learning_rate': 0.7401973698296331, 'n_estimators': 93})",0.995260663507109,1.0,0.9965635738831615,1.0,0.9931506849315068,0.9889908732041107,0.9889302764807723,0.3781473936152584
toddler,Normalizer,RandomForest,BayesianOptimization,"OrderedDict({'max_depth': 25, 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 421})",0.9715639810426541,0.9977871443624867,0.9797297297297297,0.9666666666666667,0.9931506849315068,0.9330951521790436,0.932139794168096,0.12711021715227258
toddler,Normalizer,SVM,BayesianOptimization,"OrderedDict({'C': 32.52108800594495, 'gamma': 0.044662788252242826})",0.8720379146919431,0.9841938883034774,0.9003690036900369,0.976,0.8356164383561644,0.7417549109911665,0.724529761616943,0.14882844689813096
toddler,MaxAbsScaler,DecisionTree,GridSearch,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9241706161137441,0.957481559536354,0.9459459459459459,0.9333333333333333,0.958904109589041,0.8198788916213793,0.8190394511149228,0.6534305953661512
toddler,MaxAbsScaler,KNN,GridSearch,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.933649289099526,0.99072708113804,0.9496402877697842,1.0,0.9041095890410958,0.8624892095283283,0.8531371184249776,0.14924421741531496
toddler,MaxAbsScaler,LDA,GridSearch,{'solver': 'svd'},0.9241706161137441,0.9927291886195996,0.9424460431654677,0.9924242424242424,0.8972602739726028,0.8412788105527481,0.832156706771403,0.16880722266749673
toddler,MaxAbsScaler,GaussianNB,GridSearch,{'var_smoothing': 1e-07},0.7061611374407583,0.9403055848261327,0.7372881355932204,0.9666666666666667,0.5958904109589042,0.5131848071942359,0.4436979078074502,2.8429765378950256
toddler,MaxAbsScaler,LogisticRegression,BayesianOptimization,"OrderedDict({'C': 3.2521088005944945, 'penalty': 'l2', 'solver': 'liblinear'})",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.033340610188096025
toddler,MaxAbsScaler,AdaBoost,BayesianOptimization,"OrderedDict({'learning_rate': 0.8449980838885723, 'n_estimators': 271})",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3841132214521549
toddler,MaxAbsScaler,RandomForest,BayesianOptimization,"OrderedDict({'max_depth': 16, 'min_samples_leaf': 9, 'min_samples_split': 4, 'n_estimators': 273})",0.9715639810426541,0.9958904109589041,0.9795918367346939,0.972972972972973,0.9863013698630136,0.9329586076361848,0.9327239876713784,0.18965620904959132
toddler,MaxAbsScaler,SVM,BayesianOptimization,"OrderedDict({'C': 32.52108800594495, 'gamma': 0.044662788252242826})",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009446371655166276
